match_id,team,player,starter,position,role,formation,confidence,confirmed,source,updated_at
,Uruguay,José María Giménez,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Sebastián Cáceres,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Ronald Araújo,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Manuel Ugarte,1,MF,Defensive Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Rodrigo Bentancur,1,MF,Defensive Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Nicolás de la Cruz,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Federico Valverde,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Darwin Núñez,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Giorgian de Arrascaeta,1,MF,Attacking Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Facundo Pellistri,0,FW,Right Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Santiago Mele,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Guillermo Varela,0,DF,Right-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Agustín Canobbio,0,MF,Right Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Emiliano Martínez,0,MF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Mathías Olivera,1,DF,Left-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Matías Viña,0,DF,Left-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Brian Rodríguez,1,FW,Left Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Rodrigo Aguirre,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Maximiliano Araújo,0,MF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Federico Viñas,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Joaquín Piquerez,0,MF,Left-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Fernando Muslera,1,GK,Goalkeeper,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Santiago Bueno,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Juan Manuel Sanabria,0,MF,Left-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Rodrigo Zalazar,0,MF,Attacking Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Brice Samba,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Malo Gusto,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Lucas Digne,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Dayot Upamecano,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Jules Koundé,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Manu Koné,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Ousmane Dembélé,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Aurélien Tchouaméni,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Marcus Thuram,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Kylian Mbappé,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Michael Olise,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Bradley Barcola,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,N'Golo Kanté,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Adrien Rabiot,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Ibrahima Konaté,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Mike Maignan,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,William Saliba,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Warren Zaïre-Emery,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Théo Hernandez,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Désiré Doué,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Lucas Hernandez,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Jean-Philippe Mateta,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Robin Risser,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Rayan Cherki,0,MF,Attacking Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Maghnes Akliouche,0,MF,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,France,Maxence Lacroix,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Fahad Talib,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Rebin Sulaka,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Hussein Ali,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Zaid Tahseen,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Akam Hashim,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Manaf Younis,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Youssef Amyn,1,MF,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ibrahim Bayesh,1,MF,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ali Al-Hamadi,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Mohanad Ali,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ahmed Qasem,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Jalal Hassan,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ali Yousif,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Zidane Iqbal,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ahmed Maknzi,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Amir Al-Ammari,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ali Jasim,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Aymen Hussein,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Kevin Yakob,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Aimar Sher,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Marko Farji,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Ahmed Basil,0,GK,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Merchas Doski,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Zaid Ismail,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Mustafa Saadoon,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Iraq,Frans Putros,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Ørjan Nyland,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Morten Thorsby,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Kristoffer Ajer,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Leo Østigård,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,David Møller Wolfe,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Patrick Berg,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Alexander Sørloth,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Sander Berge,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Erling Haaland,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Martin Ødegaard,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Jørgen Strand Larsen,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Sander Tangvik,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Egil Selvik,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Fredrik Aursnes,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Fredrik André Bjørkan,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Marcus Holmgren Pedersen,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Torbjørn Heggem,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Kristian Thorstvedt,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Thelo Aasgaard,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Antonio Nusa,1,MF,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Andreas Schjelderup,0,MF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Oscar Bobb,0,MF,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Jens Petter Hauge,0,MF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Sondre Langås,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Henrik Falchener,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Norway,Julian Ryerson,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Yehvann Diouf,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Mamadou Sarr,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Kalidou Koulibaly,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Abdoulaye Seck,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Idrissa Gueye,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Pathé Ciss,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Assane Diao,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Lamine Camara,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Bamba Dieng,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Sadio Mané,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Nicolas Jackson,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Cherif Ndiaye,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Iliman Ndiaye,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Ismail Jakobs,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Krépin Diatta,1,DF,Right Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Édouard Mendy,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Pape Matar Sarr,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Ismaïla Sarr,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Moussa Niakhaté,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Ibrahim Mbaye,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Habib Diarra,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Bara Sapoko Ndiaye,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Mory Diaw,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Antoine Mendy,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,El Hadji Malick Diouf,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Senegal,Pape Gueye,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Melvin Mastil,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Aïssa Mandi,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Achref Abada,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Mohamed Amine Tougai,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Zineddine Belaïd,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Ramiz Zerrouki,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Riyad Mahrez,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Houssem Aouar,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Amine Gouiri,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Farès Chaïbi,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Anis Hadj Moussa,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Nadhir Benbouali,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Jaouen Hadjam,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Hicham Boudaoui,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Rayan Aït-Nouri,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Oussama Benbot,0,GK,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Rafik Belghali,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Mohamed Amoura,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Nabil Bentaleb,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Adil Boulbina,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Ramy Bensebaini,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Ibrahim Maza,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Luca Zidane,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Yacine Titraoui,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Farès Ghedjemis,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Algeria,Samir Chergui,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Juan Musso,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Marcos Senesi,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Nicolás Tagliafico,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Gonzalo Montiel,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Leandro Paredes,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Lisandro Martínez,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Rodrigo De Paul,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Valentín Barco,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Julián Alvarez,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Lionel Messi,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Giovani Lo Celso,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Gerónimo Rulli,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Cristian Romero,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Exequiel Palacios,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Nicolás González,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Thiago Almada,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Giuliano Simeone,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Nico Paz,0,FW,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Nicolás Otamendi,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Alexis Mac Allister,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,José Manuel López,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Lautaro Martínez,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Emiliano Martínez,1,GK,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Enzo Fernández,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Facundo Medina,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Argentina,Nahuel Molina,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Alexander Schlager,1,GK,Goalkeeper,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,David Affengruber,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Kevin Danso,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Xaver Schlager,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Stefan Posch,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Nicolas Seiwald,1,MF,Defensive Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Marko Arnautović,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,David Alaba,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Marcel Sabitzer,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Florian Grillitsch,0,MF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Michael Gregoritsch,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Florian Wiegele,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Patrick Pentz,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Saša Kalajdžić,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Philipp Lienhart,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Phillipp Mwene,0,DF,Left-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Carney Chukwuemeka,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Romano Schmid,1,MF,Attacking Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Dejan Ljubičić,0,MF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Konrad Laimer,1,MF,Right-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Patrick Wimmer,0,FW,Right Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Alexander Prass,0,MF,Left Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Marco Friedl,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
